英文,中文
"Seth Dunlap Louisiana: WWL Radio host threatening to sue over anti-gay tweet sent the tweet himself, station claims, similar to Jussie Smollett case",电台声称路易斯安纳州WWL 电台节目主持人赛斯·丹拉普威胁起诉反同性恋推文，但推文实则由他本人发出，与朱西·斯莫利特案如出一辙
"Unfortunately, one of the things that goes out the window during those times of stress is rational, logical thinking, as Danny Kahneman and his colleagues have shown.",不幸的是， 在紧张时，其中一件会出错的事情是 理性地，有逻辑地思考。 Danny Kahneman和他的同事 已经证明了这点。
"We live in a very special time in history, a rare time, a time when the confluence of four fields is giving designers access to tools we've never had access to before.",我们生活在史上一个特殊的时期， 一个罕见的时期。 在这个时期设计师可以综合运用 我们之前从未接触过的 四个领域中的工具去设计。
"Together with my long-term 3D printing collaborator Stratasys, we 3D-printed this cape and skirt with no seams between the cells, and I'll show more objects like it.",通过和Stratasys 3D打印机 的长时间合作， 我们3D打印出的披肩和裙子浑然一体，没有缝线。 我会展示更多类似的作品。
"But to the multipotentialites in the room, including those of you who may have just realized in the last 12 minutes that you are one -- to you I say: embrace your many passions.",但对于在座的多重潜力者们， 包括那些在过去的12分钟里 刚刚意识到自己是多重潜力者的人，  我要对你们说： 接受你的众多爱好。
"I read the words of women who might understand a story like mine, and women who looked like me, and understood what it was like to move through the world with brown skin.",我读了一些女性写的文章， 她们可能能理解我的经历， 或者跟我经历过相似的事情， 所以能明白棕色皮肤的人所面对的是怎样一个世界。
"And in three, two, one, we're going to see an immersive hologram appear, a very realistic hologram appear in front of me, of our very glasses I'm wearing on my head right now.",在数到3，2，1， 我们将看到一个 全息摄影的影像出现， 一个非常真实的全息摄影 出现在我面前， 出现在我现在戴着的眼镜面前。
"So if there's one idea that I could leave you with here today, it's that the natural machine is not some figment of the future, it's right here in 2016.",（观众鼓掌） 所以如果我今天可以留给你们 一个想法， 那就是自然机器不是 只存在于未来的想象， 它就在这里，存在于2016年。
"After that, we're going to go on a YouTube spiral that starts with videos of Richard Feynman talking about magnets and ends much, much later with us watching interviews with Justin Bieber's mom.",之后，让我们继续 在视频网站上浏览， 从理查德·费曼 谈磁性的视频开始看， 一直看到 对贾斯汀·比伯老妈的采访 看到地老天荒。
"And once I stopped complaining about how unfair it was that Jesus would return as soon as I had to be accountable for all that I had done, I figured I had better get my house in order very quickly.",我发觉耶稣这时候回来 是如此不公平， 我正要为我之前所做的一切负责。 但当我停止抱怨的时候， 我想我最好赶紧把家里收拾整齐了。
"However, when plankton densities increase, the mantas line up head-to-tail to form these long feeding chains, and any tasty morsel that escapes the first or second manta in line is surely to be gobbled up by the next or the one after.",而当浮游生物聚集得越来越多时， 魔鬼鱼就开始首尾相连， 排成长长的进食队形， 队首的魔鬼鱼漏掉的美味 会被后面的同伴吞食干净。
"I rationalized my silence by reminding myself that I was a guest in the country, that sounding the alarm could even get me kicked out, keep me from doing good work, taking care of my patients, doing much-needed research.",我为我的沉默找了借口 提醒自己我只是这个国家的访客 敲响警钟可能会被驱逐出境 让我无法做好工作 照料我的病人 做迫切需要的研究
Dr. Hayden and other researchers came to the conclusion that it was simply the lack of opportunity to participate that caused their fitness levels to suffer.,海登博士以及其他研究人员 通过严谨的科学研究 得出了一个结论： 导致智力缺陷儿童的他们健康程度下降的原因 仅仅是缺乏运动的机会
"The other thing we can do is, actually, put in a chemical and deactivate it, so just place it into a box and ship it across the ocean, and that's what we did.",但是事实上，我们能做的另一件事， 是在样品中加化学药品使其失活， 然后把它封存在盒子里， 把它运过大洋。 而这正是我们所做的。
The price of light crude oil futures for August 2016 ended the day up US$2.04 or 4.56% at US$46.80 pbl on the New York Mercantile Exchange.,截至当日收盘，纽约商品交易所2016年8月交货的轻质原油期货价格上涨2.04美元，收于每桶46.80美元，涨幅为4.56%。
"Traditional industries saw a general decline in performance, and even incurred losses. The raw material industry, and the heavy machinery and equipment manufacturing sector saw performance decline significantly, and even incurred losses. These were the first signs from the industries in Northeast China amid the current sluggish economy.",企业效益普遍下滑传统行业更现亏损原材料工业和重型机械设备制造业效益严重下滑甚至出现亏损，是本轮经济低迷中东北工业的首要表现。
"The method of medical age assessment, which consists of taking X-rays of wisdom teeth and MRI scans of knee joints, then having dentists and radiologists analyse them, has also been criticised in some quarters.",对智齿进行 X 射线检查，对关节进行核磁共振扫描，然后由牙科医生和放射科医生分析结果，这种医疗评估方式也在部分地区受到质疑。
"At midnight on a recent Friday, with the latest issue already put to bed, Riodoce editors sat on the sidewalk outside the office, drinking beer, when all at once, their phones began to buzz.",最近一个星期五的半夜，最新一期的报纸已经付印，《Riodoce》的编辑们坐在办公室外的走道上喝着啤酒，突然，他们的手机响了。
The National Association for the Advancement of Colored People has put out an alert for people of color traveling to Missouri because of the state's discriminatory policies and racist attacks.,由于密苏里州的歧视性政策和种族主义袭击，美国有色人种促进协会 (NAACP) 向准备前往密苏里州出游的有色人群发出旅行警告。
"Similar words were echoed at the other end of the world. On the morning of October 13, 2016, at The Computing Conference 2016 held in Yunqi, Hangzhou, Alibaba Chairman Jack Ma said in his keynote address that,",地球的另一端也听到了类似的声音。2016年10月13日上午，在2016杭州•云栖大会上，阿里巴巴董事局主席马云发表主题演讲。
"Products at zero tariff under the FTAs also include intermediates and raw materials required for the domestic production of end-user consumer goods, which will, to a certain extent, also upgrade the mix of domestically produced consumer goods.",同时，自贸区项下的零关税产品还包括许多国内终端消费品制造所需要的中间产品和原材料，也在一定程度上推动了国产消费品的结构升级。
"To understand how the bacteria affected the immune system, the researchers grew L. reuteri in liquid and then transferred small amounts of the liquid - without bacteria - to immature immune cells isolated from mice.",为了理解细菌如何影响免疫系统，研究人员在液体中培养路氏乳杆菌，然后将无细菌的少量液体转移到从小白鼠分离出的未成熟免疫细胞中。
"She added: ""In recent years, we have invested over £5m in our Tollcross site, notably on production lines and operational improvements.",她补充道：“近年来，我们在托尔克罗斯 (Tollcross) 工厂的投资超过 500 万英镑，特别是在生产线和运营改进方面。
"Using silicone, which offers good support, as the underwire, users not only enjoy the comfort of wire-free bras, but also the all-round support of traditional underwired bras.",由于采用了具有良好支撑性的硅胶树脂材料作为内衣圈托，使穿着者不仅享受到无钢圈内衣的舒适感，还获得了如钢圈内衣般的全方位支撑。
"So blocking people who come to the governor's page - which is a public forum, labeled as official and administered by staff members paid public tax dollars - is unnecessary and ultimately dangerous.",所以屏蔽来到州长主页评论的人完全没有必要，最终也十分危险。这个主页是一个公共论坛，是由公众纳税供养的职员标榜的官方管理平台。
"""It's disturbing how much pressure it took to get this commonsense step from the guy in charge of protecting the air we breathe,"" said Lori Ann Burd of the Center for Biological Diversity.",生物多样性中心的洛里·安·伯德表示：“令人感到不安的是，这个常识性措施遭到来自保护我们呼吸所需空气的部门负责人的巨大压力。”
"In the end, Kenya's athlete Kenneth Mungara won the championship of men's group in 2:13:38, and Ethiopian runner Gulume Tollesa won the championship of women's group in 2:29:36.",最终，肯尼亚选手蒙加拉以2小时13分38秒的成绩获得男子组冠军，埃塞俄比亚选手沙拉以2小时29分36秒的成绩获得女子组冠军。
"According to Noel Sharkey, emeritus professor of robotics and artificial intelligence at the University of Sheffield and co-founder of the FRR, we need to start taking their rise seriously.",据谢菲尔德大学机器人技术和人工智能荣誉退休教授兼 FRR 联合创始人诺埃尔?夏基称，我们需要开始认真对待性爱机器人的兴起了。
"Zhang Yimou is destined to controversial film artist. From when he began filming his first movie, “Red Sorghum”, he has always been a trendsetter in Chinese films, but he has also received a lot of criticism.",张艺谋注定是一个让人争议的电影艺术家，从他开始拍摄第一部电影《红高粱》起，他在一直引领中国电影风潮的同时，也收获了很多非议。
"""I am not worried because they know that if they touch one of our players, then we will be in opposition to them, we'll contact their players,"" Al-Khelaifi said.",“我并不担心，因为他们知道如果他们接触我们的任何一位球员，我们必将与他们针锋相对，我们也会联系他们的球员，” 阿尔赫莱菲说。
"However, having been left out of the Blues' preseason tour of Asia, Matic was severely lacking match fitness and only managed 45 minutes, something Mourinho admitted needed to be improved before the start of the Premier League season.",然而，在布鲁斯季前赛亚洲巡回赛中，马蒂奇比赛状态严重不足，只完成了 45 分钟的时间，穆里尼奥承认在英超赛季开始前需要改进。
"In an interview with The Washington Post, Hogan spokeswoman Amelia Chasse defended the governor's actions, arguing that blocking the comments was nothing more than moderating them.",在《华盛顿邮报》的一次采访中，霍根的发言人阿米莉亚·沙斯为这位州长的行为辩护说，她认为屏蔽他们的评论不过是想让他们克制一点。
"A Madame Hou of Rowland Heights bought a jacket from an online store specializing in print jackets for more than $60 (USD, the same hereinafter) on December 1, local time, but has yet to receive her purchase.",罗兰冈的侯女士当地时间12月1日在一家专门卖印花外套的网上店铺，花60多元(美元，下同)买了一件外套，结果到现在也没有寄到。
"I want him to be proud of me and how I am handling everything - I am trying to be there for his sisters in all of my pain we will carry with us for eternity,"" it said.",我希望他为我和我所做的一切感到自豪 。我正努力在我所有的痛苦中和他的妹妹们站在一起，这些痛苦将伴随我们至永远 ”，声明表示。
"Wang Jianlin, Wanda’s chairman, was struggling with the competition and busy with it both online and offline. He even attended two news conferences of “China Cup"" in person, but it turned out to be a one-sided enthusiasm.",万达董事长王健林辛辛苦苦攒了这个比赛，线上线下都在不停地忙活，甚至亲自出席了两场“中国杯”发布会，结果变成了剃头挑子一头热。
"Companies started taking ethics, values and employee engagement more seriously in 2002 after accounting firm Arthur Andersen collapsed because of ethical violations from the Enron scandal, Quinlan said.",昆兰表示，在安道尔会计师事务所因安然丑闻违反道德规范而倒闭后，各家公司从 2002 年开始更加重视道德、价值观和员工敬业度。
"On Thursday afternoon local time, a sheriff in a county in Arizona issued a “challenge” to Obama claiming that after having conducted an investigation for more than five years, Obama’s birth certificate was confirmed to have been a forgery.",当地时间周四下午，亚利桑那州一个县的警长向奥巴马发起“挑战”，称在通过5年多的调查后证明，奥巴马的出生证明已经确定是伪造的。
"The flowers bloomed at tips of higher branches, and the flowers that were in full bloom were more than 10 cm wide. The delicate pale yellow filaments were evenly spread out, and the green buds, when burst, curled backwards on both sides. The fine and dense stamens resembled silver threads with gold stars at their tips.",花朵开在较高树枝顶端，盛开的花有10多厘米宽，淡黄色的细丝均匀散开，绿色花苞裂开后卷曲在两旁，花蕊细密如银丝，丝头金星点点。
"Ireland President Michael Higgins issued a statement that said, “She and The Cranberries had an immense influence on rock and pop music in Ireland and internationally. Her death will be a big loss.”",爱尔兰总统迈克尔• 希金斯发表声明称：“她和小红莓乐队给爱尔兰乃至世界摇滚音乐带来了深远的影响，她的逝世是一次莫大的损失。”
Minniti's warning came a day after Italian authorities impounded a boat operated by German aid organisatiion Jugend Rettet on suspicion its crew effectively collaborated with people traffickers in a way that facilitated illegal immigration.,在明尼蒂发出警告的前一天，意大利官方因怀疑德国援助组织“青年救助”一艘船上的船员实际上勾结人口贩子，协助非法移民而将其扣押。
"It's no wonder that the central government has set the tone for the real estate market: Houses are for living, not for speculation. The government are taking multiple measures to resolve potential risks, including increasing land and housing supply and encouraging house renting.",于是有了之后房子是用来住的、不是用来炒的定位，国家更加快建立多主体供给、多渠道保障、租购并举等多重措施，进一步化解潜在风险。
"These two government officials claimed that Apple sent a letter to the Indian government last month, which set forth its plans to produce iPhone and other products in India, and hoped that the Indian government would introduce preferential policies on the fiscal front.",这两位政府官员称，苹果上个月致信印度政府，阐述了在印度生产iPhone等产品的计划，并希望印度政府能在财政方面出台优惠政策。
"It is quite apparent that self drive travel is not an independent industry in and of itself. Rather, it is an inter-regional and -industry ecosystem based on movement characteristics of self drive travel. The creation of a complete industry chain is key.",可以看出，自驾游本身并不是一个独立的产业，而是以其自驾游的位移特点形成了一个跨地域、行业的生态圈，形成完整的产业链十分重要。
"Earlier this month, the New York Times reported that Rosenstein discussed wearing a wire to record conversations with Trump and the possibility of removing the president via the 25th amendment.",本月初，《纽约时报》报道称，罗森斯坦曾讨论，佩戴窃听器记录与特朗普的谈话，以及是否有可能通过第 25 次修正案罢免这位总统。
"After meeting in a nightclub, Ronaldo and Mayorga reportedly went back to the player's room, where he allegedly anally raped her, according to papers filed at Clark County District Court in Nevada.",据内华达州克拉克县地方法院的文件显示，罗纳尔多和马约尔加在一家夜店见面后，报道称二人回到了球员的房间，在那里发生了强奸事件。
"Eventually Mrs Ednan-Laperouse, by now grieving for the loss of her daughter, boarded the plane alongside the other passengers - oblivious to the ordeal she was going through.",最终正沉浸在丧女之痛中的 Ednan-Laperouse 太太，与其他乘客一同登上了飞机，冷静地似乎忘记了她正在经历的磨难。
Daley said his dad did not accept he was going to die and one of the last things he had asked was if they had their tickets yet for London 2012 - as he wanted to be on the front row.,Daley 说他的父亲不相信自己会死，他最后的一个问题就是问有没有 2012 年伦敦奥运会的门票，因为他想要坐在前排的位置。
Artists like The Fugees and Common have seen a recent resurgence in the UK through artists such as Akala and Lowkey.,嘻哈组合 The Fugees 和 Common 等最近凭借 Akala 和 Lowkey 等艺人的表现，已在英国再度崛起。
"It was a third Elite League defeat of the season for Adam Keefe's men, who had come from behind to beat Dundee 2-1 in Belfast on Friday night.",这是 Adam Keefe 的球队在本赛季精英联赛中第三次失利，他们在周五晚上在贝尔法斯特以 2-1 击败了 Dundee。
"That the ICJ's ruling comes only six months after the final arguments were heard indicates the case ""wasn't complicated,"" said Paz Zárate, a Chilean expert in international law.",智利的一位国际法专家 Paz Zárate 表示，最后的辩论审理刚刚结束六个月，国际法院便进行裁决，这表明案件“并不复杂”。
"When prosecutors asked if Tellis was telling the truth when he said he was in Sanford's truck that night, Sanford said he was ""lying, because my truck was in Nashville.""",检察官询问桑福德，特里斯称自己案发当晚在桑福德的卡车上，情况是否属实。桑福德说特里斯在“撒谎，因为我的卡车当时在纳什维尔。”
"On Friday morning, LSU basketball coach Will Wade said the team is ""devastated"" and ""in shock"" by Wayde's death.",周五早上，路易斯安那州立大学篮球队主教练 Will Wade 表示，球队对 Wayde 的离世，“伤心不已”，“难以接受”。
"The couple became parents in June, to a son called Robert Ray Black-Daley, and Daley said his ""whole perspective"" had changed.",这对夫妇于六月有了自己的儿子，取名 Robert Ray Black-Daley。之后，Daley 的“整体观点”都改变了。
He noted that Kim is interested in a second meeting after their initial meeting in Singapore in June was hailed by Trump as a big step toward denuclearization of North Korea.,他指出，6 月份，在新加坡首次举行了两国领导人会晤，特朗普称赞此举为实现朝鲜无核化的重要一步，现在，金正恩有意再次举行会晤。
"The culture of pride in 'pulling an all-nighter' still exists, he said, adding that modern technology and ever-increasing pressure on students meant sleep deprivation was a growing problem.",他说，现在还存在以“全力以赴”为自豪的现象，并补充说现代技术和学生压力的与日俱增，都意味着睡眠不足将成为一个日益严重的问题。
"Gendon Subandono, the coach of the Indonesian national paragliding team, had trained two of the missing paragliders for the Asian Games, which wrapped up earlier this month in Indonesia.",印尼国家滑翔伞队教练 Gendon Subandono 曾对两名失踪的滑翔伞运动员进行训练，以备战本月初于印尼举行的亚运会。
"In 1938, German officers were ready to stage a coup d""état against Hitler, if only the West had resisted him and backed the Czechoslovaks at Munich.",1938 年，德国军官准备发动一场反对希特勒 (Hitler) 的政变，前提是西方世界在慕尼黑抵抗希特勒，支持捷克斯洛伐克。
"That run, and the way their energy seems to flow both to and from this boisterous crowd cements that they are the players to beat on Sunday, and there would be no more popular player to seal a potential European victory as the sun sets over Le Golf National than Fleetwood or Molinari.",这种能量流向这伙喧闹的人群以及从中流出的方式，更加说明了他们才是在周日要击败的对象，而且不会有更受欢迎的球员能稳操欧洲胜利。
"Minassian has yet to enter a plea. His trial begins in February, but a publication ban on his interrogation by police was lifted today. The police interview took place just hours after the attack.",米纳西安尚未提出抗辩。他的审判从 2 月份开始，但是对他接受警方审问的出版禁令今天已解除。警方在袭击发生几小时后进行了采访。
"China also had a major military conflict with Vietnam in 1979. China claims sovereignty over all of South China Sea. Vietnam, Malaysia, the Philippines, Brunei and Taiwan have counter claims.",1979 年，中越之间爆发了一场重大军事冲突。中国声称拥有整个南中国海的主权。越南、马来西亚、菲律宾、文莱和台湾都表示反对。
"The work is one of four shortlisted entries to the prestigious and often contentious annual art prize, founded in 1984 and given to an artist residing in Britain or British-born but living elsewhere.",这幅作品是四个入围作品之一，该奖是一项于 1984 年设立的年度艺术奖，颁发给居住在英国或英国出生但生活在其他地方的艺术家。
"Last year the income gap between richest and poorest people in the US stood at its highest level since 1967, the first year the Census Bureau started tracking it. DC and New York are among places where the differences are worst.",去年，美国贫富收入差距创 1967 年美国人口普查局开始统计收入情况以来的最高水平。华盛顿和纽约州都位列收入差距最大的地区。
"Twarock said the new blueprints also provide ""a new perspective on viral evolution, suggesting novel routes in which larger and more complex viruses may have evolved from simple ones at evolutionary timescales.""",迪瓦洛克提到，新的蓝图还提供了“病毒进化的新视角，在进化的时间尺度上显示更大的和更复杂的病毒从简单的病毒进化而来的新途径。”
"The sentencing phase begins Monday. Haskell defense attorney Neil Davis III said his team will work ""to save his life. That's our job,"" according to KPRC.",宣判流程从星期一开始。哈斯克尔的辩护律师尼尔·戴维斯三世说，他的团队将努力“免他一死。这是我们的工作，”据 KPRC 报道。
"""It is clear [...] that the weapons used were Iranian-produced and were not launched from Yemen,"" Esper said Friday, noting that all signs indicate ""Iran was responsible for the attack.""",“很明显【……】使用的武器是伊朗生产的，不是从也门发射的，”埃斯珀星期五表示，他指出所有迹象都表明“伊朗应对这次袭击负责”。
"The Trump administration has twice bombed Syria over Assad's suspected use of chemical weapons, in April 2017 and April 2018.",在 2017 年 4 月和 2018 年 4 月，特朗普政府曾以阿萨德的叙利亚政府军部队涉嫌使用化学武器为由两次轰炸叙利亚。
"Nick Kyrgios of Australia was hit with two fines ― one for $3,000 and a second for $5,000 ― for unsportsmanlike conduct.","澳大利亚选手尼克·基尔吉奥斯因行为违反体育道德而受到两项罚款，其中一项罚款 3,000 美元，另一项罚款 5,000 美元。"
Veteran MPs Harriet Harman and Ken Clarke have both been named as potential figures to lead a unity government but a senior SNP source insisted it had to be the Labour leader.,资深国会议员哈里特·哈曼和肯·克拉克均已被提名为领导联合政府的潜在人选，但苏格兰民族党的资深消息人士坚称必须是工党领袖才行。
Any deal with an insurer would be likely to involve a more modest cut to payouts than the 10% triggered by a pension scheme's transfer into the Pension Protection Fund (PPF) lifeboat.,与保险公司的任何交易都可能涉及支出削减，这比将养老金计划转移到养老保护基金救生艇上所引发的 10% 的支出削减幅度要小得多。
"""It's not just Iranian production and exports. Its' millions of barrels in floating storage and millions of barrels sitting in China's ports waiting to be processed by customs,"" Kilduff said.",“这不仅仅指伊朗的生产和出口，还有浮式储油设施中的数百万桶石油以及停留在中国港口等待海关处理的数百万桶石油，”基尔达夫说道。
"The hospital said that the loss of stem cells, which had been placed in long-term storage, has not jeopardized any child's health. The hospital has also offered to assist families who want to harvest again. But the process can be grueling.",院方表示，长期储存的干细胞损毁并没有危害到任何儿童的健康。院方也已向希望再次采集的家庭提供援助。但是采集的过程可能比较艰辛。
"Wearing protective body armor and a visor, Diana, Princess of Wales, visits a minefield being cleared by the charity Halo in Huambo, Angola, January 15, 1997.",1997 年 1 月 15 日，威尔士王妃戴安娜身穿防护背心和面罩，在安哥拉万博省走访了一片被光环信托慈善组织清理过的雷区。
"Serena Williams, tennis legend and seven-time Wimbledon champion, is being fined $10,000 for allegedly damaging the London practice courts with her racquet.","网球传奇人物、七届温布尔登网球锦标赛（简称温网）冠军塞雷娜·威廉姆斯因涉嫌用球拍破坏伦敦练习场而被罚款 10,000 美元。"
"However the Liberal Democrats believe a temporary government led by Mr Corbyn cannot achieve the necessary support across the House, as he would need the backing of ex-Tory MPs and defectors from his own party.",但是，自由民主党认为，科尔宾先生领导之下的临时政府需要获得前保守党国会议员和本党叛徒的支持，因此无法在众议院获得必要的支持。
"Research. According to the research, OraQuick HIV self-test detected more than 99 per cent of people, who were infected with HIV and people, who were not infected with HIV.",研究。研究表明，通过 OraQuick 艾滋病毒自检试剂盒进行检测的艾滋病毒感染者和非感染者，检测结果的准确率超过 99%。
"""My daughter told us she wanted us to vote for her,"" Michels said. ""We talked about the abortion part of things and said maybe we should donate money to stop abortion, and my daughter was all for that.""",米歇尔斯说：“我女儿告诉我们，她希望我们投她一票”。“我们谈了堕胎的事，说也许我们应该把钱捐给反堕胎事业，我女儿完全赞成。”
"If we truly believe in our ability to bend the hostile environments of Mars for human habitation, then we should be able to surmount the far easier task of preserving the habitability of the Earth.",如果我们对为了人类居住 而改变火星恶劣环境的 能力足够自信的话， 那我们更应该可以完成保护 地球宜居性 这个超级简单的任务。
"Assembly lines have dictated a world made of parts, framing the imagination of designers and architects who have been trained to think about their objects as assemblies of discrete parts with distinct functions.",装配线主宰了一个由部件构成的世界， 限制了设计师和建筑师的想象力。 他们被训练设计出的作品 都由功能不同的分立部件组装而成。
"I am a bad feminist, I am a good woman, I am trying to become better in how I think, and what I say, and what I do, without abandoning everything that makes me human.",我是一个坏的女权主义者。 我是一个好女人。 在不放弃任何人类属性的前提下， 我试着改进自己的思维方式， 表达方式和行为方式。
"It went from being this ridiculously niche creature suited only to this one specific environment, to being this world traveler that just happens to be in the Sahara, and could end up virtually anywhere.",它从一种只针对这一特定环境 而存在的生物 变成了一个环球旅行家， 只是恰好出现在了撒哈拉沙漠， 而且随时可能出现在任何地方。
And the second is that we might just be able to take the ghastly holy war of ideology that we're suffering under in this country and turn it into a competition of ideas based on solidarity and mutual respect.,第二是我们或许能够 战胜这场令我们遭受苦难的 可怕的意识形态的战争， 将它转变成基于 团结一致和互相尊重 的思想观念的竞争。
"But as the Congress ground to a halt and the country ripped at the seams and hope and change began to feel like a cruel joke, I knew that even the political second coming could not save me.",但当议会工作彻底停滞， 国家几乎分崩离析， 所谓希望和变革 都变成了残酷的冷笑话， 我就知道，即使是 政治的新生也救不了我。
"We have international treaties that recognize that refugees are a shared responsibility, and yet we accept that tiny Lebanon hosts more Syrians than the whole of Europe combined.",我们有国际公约 承认接收难民是各国共同承担的责任 然而我们却接受面积狭小的黎巴嫩 接收的叙利亚人比整个欧洲 接收的数量还要多
"And a lot of this is about racial disparities and institutionalized racism, things that we're not supposed to have in this country anymore, certainly not in the practice of medicine or public health.",这其中，很多是关于种族隔离 和有组织的种族主义 这些不应该发生在这个国家的事情 不应该存在于医疗实践中 或者公众保健中的事情
"Working side by side with brilliant Zimbabweans -- scientists, doctors, activists -- I felt connected not only to an African independence movement, but to a global progressive public health movement.",与杰出的津巴布韦人民， 科学家，医生，活动家 肩并肩工作 我感到参与的不仅是一个非洲独立运动 更是一场进步的全球公众健康运动
I didn't speak out about the unequal access to these life-saving drugs or about the underlying economic and political systems that were driving infection rates in such huge swaths of the population.,我没有大胆地说出 对挽救生命药品获取的不平等 或者潜在经济和政治系统中的问题 是导致如此大面积人群中 感染率居高不下的驱动力
"British education group Pearson said on Friday it would cut another 3,000 jobs and slash its interim dividend by 72 per cent as it started another restructuring programme to tackle the pressures facing its business.",英国教育集团培生集团星期五称将再裁 3000 个岗位，并大幅度削减中期股息 72%，因其已开始另一重组项目来应对业务压力。
"Lazarus's great imaginative act was to see it as it would be seen by exhausted, wretched but hopeful people on the decks of ships after long and often dreadful journeys.",拉撒路极富想象力的做法就是能够看到它。当疲惫的，可怜的但充满希望的人会在经过漫长而往往可怕的旅程后，可以在船甲板上看到它。
"Degei sits on the mud floor - she has no furniture - which is where she also performs her daily chores, such as washing clothes with murky water from the nearby swamp.",戴杰坐在泥地上——她没有家具，这里也是她做日常家庭杂务的地方，比如洗衣服，洗衣服的水十分浑浊，都是从附近的沼泽地里弄来的。
"The Chinese Central Government’s official web portal reported that Premier Li Keqiang presided over the State Council executive meeting held on April 28, which was of the opinion that expanding domestic consumption was a key measure for stable growth and structural transformation.",据中国政府网消息，国务院总理李克强4月28日主持召开国务院常务会议，会议认为，扩大国内消费需求是稳增长、调结构的重要举措。
"But Lomachenko paused at lavish praise for Garcia, saying he thought the three-division champion from Riverside looked ""very slow, sorry Mikey ... you wanted the knockout.""",但洛马琴科对加西亚的赞誉有所犹豫，称他认为这个来自里弗赛德的三分区冠军看起来“很慢。抱歉，麦基......你会被淘汰的。”
"Leica’s position in the field of cameras is well known. This Leica T mirrorless camera, launched last year, uses the brand new T mount as the lens mount for the Leica mirrorless camera.",Leica（徕卡）在相机领域中的地位自不必多言，这款徕卡T微单是去年发布的产品，启用了全新的T卡口作为徕卡微单的镜头卡口。
"Unlike the past traditional methods of picking up trash and handing out promotional material, the organizers have set up six special game experiential zones, including water-efficient toilets, enzyme production experiences, and traffic dominoes.",不同于以往捡垃圾、发宣传材料的传统方式，主办方专门设置了6个游戏体验区，包括节水马桶展示、酵素制作体验、交通多米诺骨牌等。
"They will consistently implement the principle of long-term coexistence, mutual supervision and treatment of each other with the same interests, honor, and continuously support the democratic parties to better fulfill their functions in accordance with the requirements of the participating parties for socialism with Chinese characteristics.",坚定不移贯彻长期共存、互相监督、肝胆相照、荣辱与共的方针，坚定不移支持民主党派按照中国特色社会主义参政党要求更好履行职能。
"It is understood that a reason for not having a Hong Kong stop in Coldplay’s tour this time round was because of a lack of an appropriate venue. The band specifically requested for an outdoor venue with a seating capacity of at least 30,000.",据悉，此轮Coldplay巡演中没有香港站的原因之一，就在于没有合适地点，因为他们明确要求至少要容纳3万人以上的户外场地。
"Daniel Zhang said that confronted with the national strategy to combat poverty, Alibaba has been thinking about how it could effectively use the technology, big data, cloud computing and other innovative competencies within the Alibaba economy to help develop a new path for poverty eradication.",张勇表示，面对脱贫攻坚的国家战略，阿里一直在思考如何用好阿里经济体的科技、大数据、云计算等创新能力，为脱贫走出一条新路来。
There has also been close cooperation in mutual trust and respect for one another in recent years. We thank General Secretary Xi Jinping for attaching such great importance to the relations between the two countries. We fully feel the sincere friendship between the Chinese party and the government.,也有近年来相互信任、彼此尊重的密切合作，感谢习近平总书记对缅中关系的高度重视，我们充分感受到了中国党和政府的真诚友好情谊。
"The projects, upon implementation, had a positive effect on advancing Lu’an City’s regional scientific development, achieving rehabilitation for lakes, accelerating improvement in the water environment of drainage basins, ensuring safety in drinking water, and advancing energy saving and emission reduction.",项目实施后，对促进六安市区域科学发展，实现湖泊休养生息，加快流域水环境质量改善，保障饮用水安全，推进节能减排具有积极作用。
"For the style towns, the point “Emphasis on characteristics and retention of nostalgia” has given the towns a distinct personality and soul, further providing cultural permeation, carrying local cultural traditions, and highlighting native civilizations.",对于风情小镇而言，“突显特色、留住乡愁”的重点使小镇具有明显的个性和灵魂，更在于提供文化浸润、承载地方文脉、彰显乡土文明。
"the offprint of the Constitution of the Communist Party of China, 100 Q&A about the 19th CPC National Congress Report, and Q&A about the Constitution of the Communist Party of China Amended and Adopted at the 19th CPC National Congress.",《中国共产党章程》单行本、 党的《十九大报告学习辅导百问》，《十九大党章修正案学习问答》 等各类十九大文件和学习辅导读物。
"With a stainless steel case, sapphire crystal glass panel (Ion-X glass for its sports model), it supports an IPX7 rating for water resistance. The watch comes with an in-built heart rate monitor, and uses wireless charging technology.",其采用全金属机身，蓝宝石表镜（Sport版为Ion-X玻璃），可支持IPX7级别的生活防水，内置心率计，采用无线充电技术。
We should revolve around the main thread of Xi Jinping Thought on Socialism with Chinese Characteristics for a New Era.,据其定向、运筹帷幄在于习近平新时代的中国特色社会主义思想的科学指引，要紧紧围绕习近平新时代 中国特色社会主义思想这个主线。
"From the visualized maps, the attitude of the eastern countries towards Bitcoin is more conservative than that of the West. Most countries in the world are still indecisive about the legitimacy of digital currencies, indicating that the “risk of the black swan” is still looming large.",从可视化地图看，东方国家对比特币的态度比西方更为保守，占全球主体的国家仍在观望数字货币合法性，代表“黑天鹅风险”依旧很大。
"The 110-million-year-old creature, part of the nodosaur family, first hit headlines in May and is now on view at the Royal Tyrrell Museum of Palaeontology.",这个拥有 1.1 亿年历史的生物属于结节龙家族的一员，在 5 月份首次成为头条新闻，目前正在皇家泰瑞尔古生物博物馆上展出。
